piid,mod,signed,effective,completion,obligated,total_obligated,total_base_all,contracting_office,funding_office,pop_state,pop_city,pop_county,pop_zip,pop_cd,vendor,vendor_state,psc,psc_desc,naics,naics_desc,description,initiative,action_type
36C26122P1089,P00003,2026-03-17,2022-06-02,2024-09-30,-9800.00,34300.00,34300.00,261-NETWORK CONTRACT OFFICE 21 (36C261),261-NETWORK CONTRACT OFFICE 21 (36C261),CA,SAN FRANCISCO,SAN FRANCISCO,941023332,11,"BLACKBIRD INDUSTRIES, INC.",,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,561720,JANITORIAL SERVICES,JANITORIAL SERVICES. DE-OBLIGATE OPTION YEAR 2 FUNDS (703C46022) AND TERMINATE DUE TO FACILITY CLOSING SF VET CENTER.,,PURCHASE ORDER
36C25626P0328,P00002,2026-03-18,2026-02-14,2026-03-18,-615482.00,0.00,0.00,256-NETWORK CONTRACT OFFICE 16 (36C256),564-FAYETTEVILLE (00564),AR,FAYETTEVILLE,WASHINGTON,727031944,03,"SENTINEL SERVICES, LLC",,J045,"MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","HVAC PREVENTATIVE MAINTENANCE AND EMERGENCY SERVICES FOR THE VETERANS HEALTH CARE SYSTEM OF THE OZARKS, FAYETTEVILLE, ARKANSAS.",,PURCHASE ORDER
36C26026P0170,P00001,2026-03-18,2026-01-30,2026-03-13,-9487.54,0.00,0.00,260-NETWORK CONTRACT OFFICE 20 (36C260),668-SPOKANE (00668),WA,SPOKANE,SPOKANE,992056185,05,ACACHI LLC,,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,513210,SOFTWARE PUBLISHERS,CLOUD-BASED LABORATORY NETWORK SOFTWARE PLATFORM,,PURCHASE ORDER
36C26226C0050,P00001,2026-03-18,2025-12-01,2030-11-30,-2178660.00,0.00,0.00,262-NETWORK CONTRACT OFFICE 22 (36C262),664-SAN DIEGO HEALTHCARE SYS(00664),CA,SAN DIEGO,SAN DIEGO,921610002,50,PARKING VETERANS INC,,V122,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MOTOR CHARTER,485999,ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION,SHUTTLE SERVICE-TERMINATED DUE TO UCSD NOT ALLOWING THIRD PARTY VENDORS TO PROVIDE SERVICE ON CAMPUS.,,DEFINITIVE CONTRACT
36C24523F0571,P00003,2026-03-19,2023-07-01,2025-09-03,0.00,129322.52,314973.91,245-NETWORK CONTRACT OFFICE 5 (36C245),517-BECKLEY (00517)(36C517),WV,BECKLEY,RALEIGH,258018986,01,"MINBURN TECHNOLOGY GROUP, LLC",,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,541519,OTHER COMPUTER RELATED SERVICES,SOFTWARE SUBSCRIPTION,,DELIVERY ORDER
36C24826P0546,P00001,2026-03-19,2026-03-10,2026-03-19,-192067.95,0.00,0.00,248-NETWORK CONTRACT OFFICE 8 (36C248),573-NF/SG VETS HOSP(00573)(36C573),TX,SAN ANTONIO,BEXAR,782325407,21,IRON OAK SOLUTIONS LLC,,2330,TRAILERS,336212,TRUCK TRAILER MANUFACTURING,STORAGE TRAILERS,,PURCHASE ORDER
36C25525C0042,P00001,2026-03-20,2025-09-24,2026-01-30,-648972.20,4576.32,4576.32,255-NETWORK CONTRACT OFFICE 15 (36C255),657 STL EASTERN ORBIT,MO,SAINT LOUIS,SAINT LOUIS,631254199,02,"STONE GROUP ARCHITECTS, INC.",,C1DA,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES,541330,ENGINEERING SERVICES,"REPLACE ELEVATOR BLDG 1, BLDG 3 AND BLDG 52 ST LOUIS JB VAMC
PROJECT 657-25-107",,DEFINITIVE CONTRACT
36C25626F0056,P00001,2026-03-20,2026-01-01,2026-03-19,-2999040.00,0.00,0.00,256-NETWORK CONTRACT OFFICE 16 (36C256),256-NETWORK CONTRACT OFFICE 16 (36C256),AR,FAYETTEVILLE,WASHINGTON,727036210,03,"BTL TECHNOLOGIES, INC.",,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION FOR THE CONVENIENCE OF THE GOVERNMENT FOR TASK ORDER 36C25626F0056 FOR NCO16 ACQUISITION SUPPORT SERVICES.,,DELIVERY ORDER
36C77622C0148,P00011,2026-03-20,2022-09-27,2025-08-19,-145857.05,3857196.14,3857196.14,PCAC (36C776),PCAC (36C776),MO,SAINT LOUIS,SAINT LOUIS CITY,631061621,01,ANDERSON & SONS CONTRACTING LLC,,Y1DZ,CONSTRUCTION OF OTHER HOSPITAL BUILDINGS,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,THIS UNILATERAL MODIFICATION IS EXTENDING THE CONSTRUCTION DELIVERY DATE TO 20 JUNE 2025.,,DEFINITIVE CONTRACT
36C25023P0769,P00003,2026-03-24,2023-03-02,2025-05-31,-16417.50,128814.72,128814.72,250-NETWORK CONTRACT OFFICE 10 (36C250),552-DAYTON (00552),OH,DAYTON,MONTGOMERY,454289000,10,"RED BAG SOLUTIONS, INC.",,J045,"MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",811310,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,STEAM STERILIZATION AND MACERATION (SSM) EQUIPMENT MAINTENANCE,,PURCHASE ORDER
36C25526D0022,P00001,2026-03-24,2025-12-01,,0.00,0.00,8572543.35,255-NETWORK CONTRACT OFFICE 15 (36C255),657 STL EASTERN ORBIT,,,,,,"MEDICONE MEDICAL RESPONSE OF TENNESSEE, INC",,V225,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AMBULANCE,621910,AMBULANCE SERVICES,GROUND AMBULANCE - MARION VAMC,,IDC
36C25624P1555,P00004,2026-03-25,2024-08-19,2024-10-09,-54439.39,23060.61,23060.61,256-NETWORK CONTRACT OFFICE 16 (36C256),598-NORTH LITTLE ROCK(00598),CA,HUNTINGTON BEACH,ORANGE,926474432,47,"LIFESTREAM WATERSYSTEMS, INC.",,4610,WATER PURIFICATION EQUIPMENT,333310,COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,TERMINATION FOR THE CONVENIENCE OF THE GOVERNMENT,,PURCHASE ORDER
36C26026F0162,P00001,2026-03-25,2026-02-03,2026-02-11,-61560.48,0.00,0.00,260-NETWORK CONTRACT OFFICE 20 (36C260),663-SEATTLE (00663),PA,PITTSBURGH,ALLEGHENY,152262503,17,ALTAMIRA LTD,,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,6 PROGLIDE 300+BASE+TOP EXAM TABLES,,DELIVERY ORDER
36C10B24N10270009,P00007,2026-03-26,2024-06-07,2026-02-13,-520972.45,7085987.66,7085987.66,TECHNOLOGY ACQUISITION CENTER NJ (36C10B),TECHNOLOGY ACQUISITION CENTER NJ (36C10B),NC,PFAFFTOWN,FORSYTH,270409246,10,KING STREET TECHNOLOGY PARTNERS LLC,,R499,SUPPORT- PROFESSIONAL: OTHER,541512,COMPUTER SYSTEMS DESIGN SERVICES,TERMINATION FOR CONVENIENCE - FINAL SETTLEMENT AND DEOBLIGATION OF UNEXPENDED FUNDING.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C24625C0050,P00002,2026-03-26,2025-08-26,2026-02-22,0.00,63200.00,63200.00,246-NETWORK CONTRACTING OFFICE 6 (36C246),246-NETWORK CONTRACTING OFFICE 6 (36C246),NC,DURHAM,DURHAM,277053875,04,VETERAN BUILDERS CORP,,N012,INSTALLATION OF EQUIPMENT- FIRE CONTROL EQUIPMENT,237110,WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION,NOTICE OF TERMINATION FOR CONVENIENCE,,DEFINITIVE CONTRACT
36C24723F0096,P00010,2026-03-26,2023-01-01,2026-03-25,-118394.20,525154.19,680069.95,247-NETWORK CONTRACT OFFICE 7 (36C247),544-COLUMBIA (00544)(36C544),SC,COLUMBIA,RICHLAND,292014212,06,"ADMIRAL ELEVATOR COMPANY, INC.",,J035,MAINT/REPAIR/REBUILD OF EQUIPMENT- SERVICE AND TRADE EQUIPMENT,238290,OTHER BUILDING EQUIPMENT CONTRACTORS,ELEVATOR PM SERVICES,,DELIVERY ORDER
36C24225P0743,P00002,2026-03-27,2025-03-28,2030-03-27,0.00,282076.20,515559.40,242-NETWORK CONTRACT OFFICE 02 (36C242),242-NETWORK CONTRACT OFFICE 02 (36C242),NJ,EAST ORANGE,ESSEX,070181023,10,EMERITUS CLINICAL SOLUTIONS INC,,J065,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",811210,ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,PARTIAL TERMINATION SERVICES NO LONGER REQUIRED FOR EQUIPMENT AT LYONS - REPLACED WITH NEW FLEET,,PURCHASE ORDER
36C24626C0026,P00001,2026-03-27,2026-04-05,2026-03-27,0.00,7592000.00,7592000.00,246-NETWORK CONTRACTING OFFICE 6 (36C246),658-SALEM (00658)(36C658),VA,SALEM,SALEM,241536404,06,CONTEGO ENVIRONMENTAL LLC,,Z1DA,MAINTENANCE OF HOSPITALS AND INFIRMARIES,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",UPGRADE HVAC SYSTEM PHASE II - TERMINATED FOR CONVENIENCE TO ADDRESS THE CORRECTED ACTION REQUIRED.,,DEFINITIVE CONTRACT
36C24424P0308,P00003,2026-03-30,2024-02-21,2024-09-13,0.00,0.00,0.00,244-NETWORK CONTRACT OFFICE 4 (36C244),642-PHILADELPHIA (00642)(36C642),PA,PHILADELPHIA,PHILADELPHIA,191045957,03,VIAKORP CORPORATION,,J059,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,811310,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,AUTOMATIC DOOR REPAIR,,PURCHASE ORDER
36C26025N0346,P00001,2026-03-30,2025-06-06,2026-02-05,-90870.00,44130.00,44130.00,260-NETWORK CONTRACT OFFICE 20 (36C260),668-SPOKANE (00668),WA,SPOKANE,SPOKANE,992050001,05,"INTEGRATED SOLUTIONS AND SERVICES UNLIMITED, INC.",,R607,SUPPORT- ADMINISTRATIVE: WORD PROCESSING/TYPING,518210,"COMPUTING INFRASTRUCTURE PROVIDERS, DATA PROCESSING, WEB HOSTING, AND RELATED SERVICES",SCANNIG INDEXING SERVICES FROM SAC BPA 36C10G23A0003 FOR SPOKANE VAMC - TERMINATION FOR CONVENIENCE. THE BPA TERMS DID NOT INCLUDE CERNER REQUIREMENTS.,,BPA CALL
36C25026F0321,P00001,2026-03-31,2026-03-01,2026-03-23,-276000.00,0.00,0.00,250-NETWORK CONTRACT OFFICE 10 (36C250),583-INDIANAPOLIS(00583),GA,ATLANTA,COBB,303394914,06,"ITAMAR MEDICAL, INC.",,Q510,MEDICAL- NEUROLOGY,334510,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,SLEEP STUDIES,,DELIVERY ORDER
36C10B24F0376,P00007,2026-04-01,2024-09-25,2026-02-13,-1812780.05,4214704.39,4214704.39,TECHNOLOGY ACQUISITION CENTER NJ (36C10B),ACQUISITION BUSINESS SERVICE (36C10C),VA,LEESBURG,LOUDOUN,201753730,10,"BDR SOLUTIONS, LLC",,R499,SUPPORT- PROFESSIONAL: OTHER,541519,OTHER COMPUTER RELATED SERVICES,TERMINATION SETTLEMENT AGREEMENT AND DEOBLIGATION,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C24825F0023,P00002,2026-04-01,2024-10-01,2027-09-30,-81257.15,0.00,162514.30,248-NETWORK CONTRACT OFFICE 8 (36C248),VETERANS HEALTH ADMINISTRATION,FL,BAY PINES,PINELLAS,337440151,13,EXACT SCIENCES CORPORATION,,Q301,REFERENCE LABORATORY TESTING,621511,MEDICAL LABORATORIES,SPECIALIZED ONCOTYPE GENOMIC-BASED TESTING,,DELIVERY ORDER
36C26326C0023,P00001,2026-04-02,2026-04-01,2027-03-31,-26078.92,0.00,0.00,NETWORK CONTRACT OFFICE 23 (36C263),438-SIOUX FALLS VA MED CTR (00438),TX,CORPUS CHRISTI,NUECES,784185404,27,"HEIDELBERG RESOURCES, LLC",,H342,INSPECTION- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS,541350,BUILDING INSPECTION SERVICES,CONDITIONS & SAFETY ASSESSMENT,,DEFINITIVE CONTRACT
36C25726C0015,P00001,2026-04-03,2026-03-01,2026-04-03,-1388820.00,0.00,0.00,257-NETWORK CONTRACT OFFICE 17 (36C257),671-SAN ANTONIO (00671),TX,SAN ANTONIO,BEXAR,782294404,20,"DALYWORKS, LLC",,R602,SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER,492110,COURIERS AND EXPRESS DELIVERY SERVICES,MEDICAL COURIER SERVICES,,DEFINITIVE CONTRACT
36C24626P0162,P00002,2026-04-06,2025-12-01,2026-11-30,-255600.00,0.00,0.00,246-NETWORK CONTRACTING OFFICE 6 (36C246),658-SALEM (00658)(36C658),VA,SALEM,SALEM,241531449,09,MAGELLAN SOLUTIONS USA INC.,,R699,SUPPORT- ADMINISTRATIVE: OTHER,561421,TELEPHONE ANSWERING SERVICES,TERMINATION FOR GOVERNMENT'S CONVENIENCE. CORRECTIVE ACTION FOR POST-AWARD PROTEST. SALEM ON-SITE TELEPHONE SWITCHBOARD OPERATORS.,,PURCHASE ORDER
36C25522C0074,P00006,2026-04-06,2022-09-01,2026-01-14,-44413.00,193197.00,193197.00,255-NETWORK CONTRACT OFFICE 15 (36C255),589 KAN WESTERN ORBIT,MO,COLUMBIA,BOONE,652015275,03,BRUKER BIOSPIN CORPORATION,,J065,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",561990,ALL OTHER SUPPORT SERVICES,BIOSPIN LABSCAPE MAINTENANCE - TERMINATE FOR CONVENIENCE,,DEFINITIVE CONTRACT
36C26225N0783,P00002,2026-04-06,2025-06-25,2026-03-20,-194436.10,13688.90,625688.90,262-NETWORK CONTRACT OFFICE 22 (36C262),691-VA GREATER LA HLTHCR SYS(00691),CA,LOS ANGELES,LOS ANGELES,900731003,32,LE3 LLC,,J065,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",811210,ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,WSNC BPA - BED AND SURFACES PMI-TERMINATION FOR CONVENIENCE,,BPA CALL
36C24426P0019,P00001,2026-04-07,2026-01-07,2026-12-28,-409536.83,0.00,0.00,244-NETWORK CONTRACT OFFICE 4 (36C244),460-WILMINGTON (00460)(36C460),DE,WILMINGTON,NEW CASTLE,198054917,00,RF TECHNOLOGIES INC,,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,PATIENT ELOPEMENT SYSTEM,,PURCHASE ORDER
36C25526D0022,P00002,2026-04-07,2025-12-01,,0.00,0.00,8572543.35,255-NETWORK CONTRACT OFFICE 15 (36C255),657 STL EASTERN ORBIT,,,,,,"MEDICONE MEDICAL RESPONSE OF TENNESSEE, INC",,V225,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AMBULANCE,621910,AMBULANCE SERVICES,GROUND AMBULANCE - MARION VAMC,,IDC
36C24125N1313,P00001,2026-04-08,2025-08-29,2026-04-01,-20757.68,63228.42,63228.42,241-NETWORK CONTRACT OFFICE 01 (36C241),689-WEST HAVEN (00689)(36C689),CT,WEST HAVEN,NEW HAVEN,065162770,03,DISABLED VETERANS CONSTRUCTION INC,,J045,"MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",PLUMBING BPA,,BPA CALL
36C24626P0550,P00001,2026-04-09,2026-03-31,2026-04-09,-172534.32,0.00,0.00,246-NETWORK CONTRACTING OFFICE 6 (36C246),HAMPTON 590 (36C590),PA,PITTSBURGH,ALLEGHENY,152012901,12,EVOQUA WATER TECHNOLOGIES LLC,,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",333310,COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,DIALYSIS WATER SYSTEM,,PURCHASE ORDER
36C24926F0099,P00001,2026-04-09,2026-03-01,2026-04-09,-857587.50,0.00,0.00,249-NETWORK CONTRACT OFFICE 9 (36C249),626-NASHVILLE (00626),TN,NASHVILLE,DAVIDSON,372125409,07,"VETERAN FIRST TECHNOLOGIES, LLC",,J045,"MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",561320,TEMPORARY HELP SERVICES,TERMINATED BASED ON NOT BEING ABLE TO PROVIDE ACO AND BPO OPERATORS,,DELIVERY ORDER
36C25726P0320,P00001,2026-04-09,2026-04-01,2026-04-01,0.00,22834.70,121232.80,257-NETWORK CONTRACT OFFICE 17 (36C257),756-EL PASO (00756),TX,EL PASO,EL PASO,799302242,16,AMERICAN LINEN SUPPLY OF NEW MEXICO INC,,S209,HOUSEKEEPING- LAUNDRY/DRYCLEANING,812320,DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),"EO 14398 - TERMINATE FOR THE GOVERNMENT'S CONVENIENCE
EMS LAUNDRY SERVICES",,PURCHASE ORDER
36C24526C0012,P00002,2026-04-13,2025-11-01,2026-03-18,-4074714.25,497353.55,497353.55,245-NETWORK CONTRACT OFFICE 5 (36C245),688-WASHINGTON DC (00688)(36C688),DC,WASHINGTON,DISTRICT OF COLUMBIA,204220002,98,STONY BIZ LLC,,V212,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: MOTOR PASSENGER,485991,SPECIAL NEEDS TRANSPORTATION,TERMINATION FOR CONVENIENCE - DC WHEELCHAIR VAN TRANSPORTATION SERVICES,,DEFINITIVE CONTRACT
36C24825N0702,P00003,2026-04-13,2025-05-05,2026-03-31,-87680.00,0.00,0.00,248-NETWORK CONTRACT OFFICE 8 (36C248),VETERANS HEALTH ADMINISTRATION,TN,MURFREESBORO,RUTHERFORD,371290505,04,"1ST AMERICAN MEDICAL DISTRIBUTORS, INC.",,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,SURGICAL C-ARM TABLE AND ACCESSORIES-TERMINATION FOR CONVENIENCE,,DELIVERY ORDER
36C26026P0266,P00001,2026-04-13,2026-03-01,2026-04-13,-82620.00,0.00,0.00,260-NETWORK CONTRACT OFFICE 20 (36C260),668-SPOKANE (00668),WA,SPOKANE,SPOKANE,992056185,05,"GENERAL SERVICE CONTRACTING, LLC",,J039,MAINT/REPAIR/REBUILD OF EQUIPMENT- MATERIALS HANDLING EQUIPMENT,561210,FACILITIES SUPPORT SERVICES,TERMINATION FOR CONVENIENCE OF ELEVATOR MAINTENANCE SERVICES FOR THE SPOKANE VAMC,,PURCHASE ORDER
VA24717C0133,P00008,2026-04-13,2017-06-22,2026-04-09,-315311.21,581202.96,581202.96,PCAC (36C776),544-COLUMBIA (00544)(36C544),SC,COLUMBIA,RICHLAND,292092450,02,CHARLOTTE ENGINEERS LLP,,C1DA,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES,541310,ARCHITECTURAL SERVICES,"EO14042 - VA247-17-R-0136, PROJECT NO. 544-329, A/E DESIGN EYE CLINIC CENTER. CONTRACT NUMBER  VA247-17-C-0133, AND THE OBLIGATION # IS 544-Z70000.",,DEFINITIVE CONTRACT
36C25021F0262,P00001,2026-04-14,2020-12-30,2026-03-31,-44866.05,12588.95,12588.95,250-NETWORK CONTRACT OFFICE 10 (36C250),506-ANN ARBOR (00506),MI,ANN ARBOR,WASHTENAW,481059204,06,"DAV ENERGY SOLUTIONS, INC.",,C1DA,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES,541350,BUILDING INSPECTION SERVICES,PROJECT 506-333CX - COMMISSIONING SERVICES,,DELIVERY ORDER
36C25526D0033,P00001,2026-04-14,2026-05-01,,0.00,105000.00,580194.00,255-NETWORK CONTRACT OFFICE 15 (36C255),255-NETWORK CONTRACT OFFICE 15 (36C255),,,,,,"HOME CARE EQUIPMENT, INC.",,Q403,MEDICAL- EVALUATION/SCREENING,621999,ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,HOME SLEEP APNEA TESTING,,IDC
36C25625F0371,P00001,2026-04-14,2025-09-23,2025-11-24,-204250.00,18750.00,18750.00,256-NETWORK CONTRACT OFFICE 16 (36C256),667-SHREVEPORT (00667),LA,SHREVEPORT,CADDO,711014243,06,SKIES THE LIMIT ACADEMY LLC,,G099,SOCIAL- OTHER,624410,CHILD CARE SERVICES,VA KIDS CARE SERVICES OVERTON BROOKS VA MEDICAL CENTER,,DELIVERY ORDER
36C24726P0372,P00001,2026-04-15,2026-05-01,2026-04-15,-1090770.00,0.00,0.00,247-NETWORK CONTRACT OFFICE 7 (36C247),508-ATLANTA (00508)(36C508),GA,DECATUR,DEKALB,300334004,05,VETERANS SERVICE SOLUTIONS LLC,,S203,HOUSEKEEPING- FOOD,722310,FOOD SERVICE CONTRACTORS,FOOD CATERING SERVICE ATLANTA VA HEALTHCARE SYSTEM FORT MCPHERSON DOMICILIARY,,PURCHASE ORDER
36C24926P0171,P00001,2026-04-15,2026-02-01,2026-08-31,-47481.00,0.00,0.00,249-NETWORK CONTRACT OFFICE 9 (36C249),596-LEXINGTON(00596),KY,LEXINGTON,FAYETTE,405119298,06,UNIVERSITY OF KENTUCKY,,X1PZ,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,812930,PARKING LOTS AND GARAGES,PARKING SPACE RENTAL TERMINATE FOR CONVENIENCE,,PURCHASE ORDER
36C25523P0648,P00001,2026-04-16,2023-08-24,2024-02-20,-24286.89,0.00,0.00,255-NETWORK CONTRACT OFFICE 15 (36C255),657 STL EASTERN ORBIT,IN,NEWBURGH,WARRICK,476309351,08,SOUTH WESTERN COMMUNICATIONS INC,,6145,"WIRE AND CABLE, ELECTRICAL",334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,R5 INTEGRATION TO VOCERA - TERMINATE CONTRACT,,PURCHASE ORDER
36C24220C0185,P00004,2026-04-17,2020-09-15,2026-02-03,-32824.98,365777.03,365777.03,242-NETWORK CONTRACT OFFICE 02 (36C242),UNITED STATES DEPARTMENT OF VETERANS AFFAIRS,PA,HONESDALE,WAYNE,184312302,08,"NORTHEAST INFRASTRUCTURE, LLC",,C1DZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER HOSPITAL BUILDINGS,541330,ENGINEERING SERVICES,EO14042 BLDG SECURITY AT THE VA LYONS CAMPUS,,DEFINITIVE CONTRACT
36C24622C0100,P00002,2026-04-19,2023-05-15,2026-04-24,-920315.46,166684.54,166684.54,246-NETWORK CONTRACTING OFFICE 6 (36C246),637-ASHEVILLE (00637)(36C637),NC,ASHEVILLE,BUNCOMBE,288050422,11,"MONUMENT CONSTRUCTION SERVICES, LLC",,Z1DA,MAINTENANCE OF HOSPITALS AND INFIRMARIES,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,RENOVATE AND MODERNIZING IMAGING SUITE TERMINATION FOR CONVENIENCE.,,DEFINITIVE CONTRACT
36C24626P0135,P00001,2026-04-20,2025-11-06,2026-03-31,-40927.80,0.00,0.00,246-NETWORK CONTRACTING OFFICE 6 (36C246),HAMPTON 590 (36C590),VA,ALEXANDRIA,FAIRFAX,223121158,08,FEDERON PROCUREMENT SOLUTIONS,,9905,"SIGNS, ADVERTISING DISPLAYS, AND IDENTIFICATION PLATES",339950,SIGN MANUFACTURING,PEDESTRIAN CROSSING SIGNAGE W/INSTALLATION,,PURCHASE ORDER
36C25023P0660,P00001,2026-04-20,2023-02-20,2024-11-01,-7312.00,14304.00,14304.00,250-NETWORK CONTRACT OFFICE 10 (36C250),552-DAYTON (00552),OH,DAYTON,MONTGOMERY,454289000,10,DEBRA-KUEMPEL INC.,,J041,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,TERMINATION FOR CONVENIENCE TO DESCOPE REMAINING BALANCE.,,PURCHASE ORDER
36C24724C0096,P00002,2026-04-21,2024-09-30,2025-06-27,-206421.75,192666.97,192666.97,247-NETWORK CONTRACT OFFICE 7 (36C247),509-AUGUSTA(00509),GA,AUGUSTA,RICHMOND,309045752,12,"ATRIAX, P.L.L.C.",,C1DA,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES,541310,ARCHITECTURAL SERVICES,"PROVIDE PROFESSIONAL ARCHITECT/ENGINEER (A/E) AND HEALTHCARE PLANNING SERVICES NECESSARY TO REPLACE AND UPGRADE THE EXISTING OUTDATED ELECTRICAL VAULT FOUR (EV4) AND ITS ASSOCIATED ORIGINAL/OUTDATED PANELS, DISCONNECTS, AND TRANSFORMERS.",,DEFINITIVE CONTRACT
36C25221N0257,P00002,2026-04-21,2021-03-02,2026-02-25,-160276.04,186848.31,186848.31,252-NETWORK CONTRACT OFFICE 12 (36C252),252-NETWORK CONTRACT OFFICE 12 (36C252),IL,CHICAGO,COOK,606121374,07,TOLAND MIZELL MOLNAR LLC,,C1DA,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES,541310,ARCHITECTURAL SERVICES,PARTIAL TERMINATION FOR CONVENIENCE.,,DELIVERY ORDER
36C77625C0070,P00001,2026-04-21,2025-09-23,2025-12-15,-20492772.82,81677.18,81677.18,PCAC (36C776),438-SIOUX FALLS VA MED CTR (00438),SD,SIOUX FALLS,MINNEHAHA,571055046,00,KOAH-HAUGAN JOINT VENTURE LLC,,Y1DA,CONSTRUCTION OF HOSPITALS AND INFIRMARIES,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"CONSTRUCTION PROJECT #438-460 STERILE PROCESSING SERVICES - ROYAL C. JOHNSON VAMC SIOUX FALLS, SD",,DEFINITIVE CONTRACT
